model,system,round,codebleu,rougeLsum,score_document,score_reference,score_reference_document
llama-3.3-70b-instruct,gator,round_1,0.2099,0.2987,12,0,10
llama-3.3-70b-instruct,gator,round_2,0.6534,0.8746,19,27,59
llama-3.3-70b-instruct,gator,round_3,0.9603,0.9921,88,72,72
llama-3.3-70b-instruct,gear,round_1,0.2563,0.4694,22,12,17
llama-3.3-70b-instruct,gear,round_2,0.9914,1.0,57,78,72
llama-3.3-70b-instruct,gear,round_3,0.8465,0.9361,44,17,37
llama-3.3-70b-instruct,gps_imu,round_1,0.2614,0.3523,12,0,20
llama-3.3-70b-instruct,gps_imu,round_2,0.7389,0.9442,72,52,52
llama-3.3-70b-instruct,gps_imu,round_3,0.7958,0.9859,42,78,69
llama-3.3-70b-instruct,handler,round_1,0.3153,0.394,25,17,20
llama-3.3-70b-instruct,handler,round_2,0.9775,0.9964,27,60,70
llama-3.3-70b-instruct,handler,round_3,0.6299,0.8202,55,14,44
llama-3.3-70b-instruct,hmmwv,round_1,0.2647,0.3416,15,17,25
llama-3.3-70b-instruct,hmmwv,round_2,0.5772,0.6698,12,20,25
llama-3.3-70b-instruct,hmmwv,round_3,0.6722,0.9482,59,47,59
llama-3.3-70b-instruct,kraz,round_1,0.2245,0.3781,52,0,17
llama-3.3-70b-instruct,kraz,round_2,0.6742,0.8827,67,39,69
llama-3.3-70b-instruct,kraz,round_3,0.597,0.827,12,25,32
llama-3.3-70b-instruct,lidar,round_1,0.2526,0.3826,12,12,25
llama-3.3-70b-instruct,lidar,round_2,0.7723,0.9307,17,0,35
llama-3.3-70b-instruct,lidar,round_3,0.384,0.6384,12,8,27
llama-3.3-70b-instruct,m113,round_1,0.2511,0.4356,82,0,12
llama-3.3-70b-instruct,m113,round_2,0.8105,0.9125,69,32,52
llama-3.3-70b-instruct,m113,round_3,0.8827,0.9598,16,32,35
llama-3.3-70b-instruct,man,round_1,0.1773,0.2639,20,7,17
llama-3.3-70b-instruct,man,round_2,0.8325,0.9447,58,57,44
llama-3.3-70b-instruct,man,round_3,0.6391,0.8439,17,32,39
llama-3.3-70b-instruct,mass_spring_damper,round_1,0.3358,0.4122,77,0,2
llama-3.3-70b-instruct,mass_spring_damper,round_2,0.7315,0.9172,24,54,59
llama-3.3-70b-instruct,mass_spring_damper,round_3,0.9364,0.9848,62,42,63
llama-3.3-70b-instruct,particles,round_1,0.3047,0.3294,12,17,32
llama-3.3-70b-instruct,particles,round_2,0.8462,0.9572,49,63,67
llama-3.3-70b-instruct,particles,round_3,0.9137,0.9521,62,57,65
llama-3.3-70b-instruct,pendulum,round_1,0.3394,0.4407,55,0,22
llama-3.3-70b-instruct,pendulum,round_2,0.7665,0.8771,62,12,34
llama-3.3-70b-instruct,pendulum,round_3,0.8417,0.9815,75,63,63
llama-3.3-70b-instruct,rigid_highway,round_1,0.2441,0.369,69,27,32
llama-3.3-70b-instruct,rigid_highway,round_2,0.7816,0.9014,12,32,67
llama-3.3-70b-instruct,rigid_highway,round_3,0.755,0.977,85,69,78
llama-3.3-70b-instruct,rigid_multipatches,round_1,0.2783,0.3224,67,7,27
llama-3.3-70b-instruct,rigid_multipatches,round_2,0.7261,0.9271,77,27,12
llama-3.3-70b-instruct,rigid_multipatches,round_3,0.7749,0.9881,54,59,80
llama-3.3-70b-instruct,rotor,round_1,0.2044,0.4051,45,12,25
llama-3.3-70b-instruct,rotor,round_2,0.7865,0.9874,12,54,64
llama-3.3-70b-instruct,rotor,round_3,0.7115,0.9351,80,45,47
llama-3.3-70b-instruct,scm,round_1,0.2399,0.4272,0,0,20
llama-3.3-70b-instruct,scm,round_2,0.5707,0.821,44,44,52
llama-3.3-70b-instruct,scm,round_3,0.6588,0.7912,17,27,25
llama-3.3-70b-instruct,scm_hill,round_1,0.2629,0.4342,57,0,30
llama-3.3-70b-instruct,scm_hill,round_2,0.6153,0.8524,47,35,29
llama-3.3-70b-instruct,scm_hill,round_3,0.838,0.9355,22,17,39
llama-3.3-70b-instruct,sedan,round_1,0.2574,0.4163,22,25,25
llama-3.3-70b-instruct,sedan,round_2,0.6156,0.7634,2,57,37
llama-3.3-70b-instruct,sedan,round_3,0.5888,0.8111,62,12,39
llama-3.3-70b-instruct,sensros,round_1,0.2437,0.3138,22,0,2
llama-3.3-70b-instruct,sensros,round_2,0.8503,0.9367,39,29,32
llama-3.3-70b-instruct,sensros,round_3,0.9834,0.9915,0,68,77
llama-3.3-70b-instruct,slider_crank,round_1,0.3016,0.5358,72,22,30
llama-3.3-70b-instruct,slider_crank,round_2,0.8216,0.8481,54,59,52
llama-3.3-70b-instruct,slider_crank,round_3,0.862,0.9757,17,70,67
llama-3.3-70b-instruct,tablecloth,round_1,0.2364,0.3084,37,15,27
llama-3.3-70b-instruct,tablecloth,round_2,0.6869,0.9245,86,51,71
llama-3.3-70b-instruct,tablecloth,round_3,0.9965,0.998,54,63,50
llama-3.3-70b-instruct,turtlebot,round_1,0.2164,0.4226,25,0,17
llama-3.3-70b-instruct,turtlebot,round_2,0.7928,0.9283,82,78,59
llama-3.3-70b-instruct,turtlebot,round_3,0.4669,0.7442,84,12,12
llama-3.3-70b-instruct,uazbus,round_1,0.243,0.3431,42,0,30
llama-3.3-70b-instruct,uazbus,round_2,0.8384,0.9033,29,69,73
llama-3.3-70b-instruct,uazbus,round_3,0.8797,0.9715,72,62,49
llama-3.3-70b-instruct,veh_app,round_1,0.2495,0.3208,22,20,17
llama-3.3-70b-instruct,veh_app,round_2,0.8407,0.9238,45,27,27
llama-3.3-70b-instruct,veh_app,round_3,0.859,0.9587,22,12,12
llama-3.3-70b-instruct,vehros,round_1,0.3094,0.2167,37,0,17
llama-3.3-70b-instruct,vehros,round_2,0.6116,0.852,67,37,42
llama-3.3-70b-instruct,vehros,round_3,0.7201,0.9155,12,35,30
llama-3.3-70b-instruct,viper,round_1,0.2472,0.4951,17,5,15
llama-3.3-70b-instruct,viper,round_2,0.9621,1.0,82,82,83
llama-3.3-70b-instruct,viper,round_3,0.7207,0.8874,59,12,29
llama4_maverick,art,round_1,0.2816,0.528,44,0,25
llama4_maverick,art,round_2,0.697,0.6537,84,73,80
llama4_maverick,art,round_3,0.7475,0.9725,54,77,68
llama4_maverick,beam,round_1,0.2772,0.4045,54,7,25
llama4_maverick,beam,round_2,0.8546,0.9962,72,67,79
llama4_maverick,beam,round_3,0.8097,0.9609,17,45,67
llama4_maverick,buckling,round_1,0.2595,0.3888,64,15,22
llama4_maverick,buckling,round_2,0.9903,1.0,79,72,90
llama4_maverick,buckling,round_3,0.6716,0.8757,72,24,49
llama4_maverick,cable,round_1,0.345,0.3261,82,0,15
llama4_maverick,cable,round_2,0.9627,1.0,79,85,68
llama4_maverick,cable,round_3,0.5094,0.7051,74,12,45
llama4_maverick,camera,round_1,0.2861,0.4368,37,20,20
llama4_maverick,camera,round_2,0.8194,0.9885,64,57,37
llama4_maverick,camera,round_3,0.7876,0.9719,12,30,37
llama4_maverick,citybus,round_1,0.3002,0.5975,76,25,27
llama4_maverick,citybus,round_2,0.9078,0.9825,32,90,72
llama4_maverick,citybus,round_3,0.9939,0.9974,12,63,65
llama4_maverick,curiosity,round_1,0.3204,0.5602,83,12,27
llama4_maverick,curiosity,round_2,0.8061,0.9125,45,56,51
llama4_maverick,curiosity,round_3,0.6161,0.8579,27,29,44
llama4_maverick,feda,round_1,0.5079,0.7475,43,12,22
llama4_maverick,feda,round_2,0.8985,0.9832,12,70,68
llama4_maverick,feda,round_3,0.6305,0.8722,12,35,27
llama4_maverick,gator,round_1,0.2846,0.6362,59,0,37
llama4_maverick,gator,round_2,0.6582,0.8672,12,0,39
llama4_maverick,gator,round_3,0.7002,0.6702,12,65,59
llama4_maverick,gear,round_1,0.3405,0.4574,34,2,12
llama4_maverick,gear,round_2,0.9914,1.0,57,83,64
llama4_maverick,gear,round_3,0.8273,0.9287,37,57,47
llama4_maverick,gps_imu,round_1,0.2847,0.5396,57,20,22
llama4_maverick,gps_imu,round_2,0.726,0.9235,17,29,49
llama4_maverick,gps_imu,round_3,0.7782,0.9703,12,69,69
llama4_maverick,handler,round_1,0.294,0.4843,52,25,20
llama4_maverick,handler,round_2,0.9359,0.9636,65,60,67
llama4_maverick,handler,round_3,0.6273,0.904,84,12,12
llama4_maverick,hmmwv,round_1,0.2643,0.5666,12,10,25
llama4_maverick,hmmwv,round_2,0.6088,0.7545,39,2,47
llama4_maverick,hmmwv,round_3,0.6511,0.9227,69,54,65
llama4_maverick,kraz,round_1,0.2922,0.6635,49,20,17
llama4_maverick,kraz,round_2,0.6041,0.6832,14,22,39
llama4_maverick,kraz,round_3,0.533,0.797,52,27,7
llama4_maverick,lidar,round_1,0.3249,0.4513,82,0,24
llama4_maverick,lidar,round_2,0.7579,0.8805,55,12,35
llama4_maverick,lidar,round_3,0.5187,0.7233,22,15,25
llama4_maverick,m113,round_1,0.2766,0.5977,20,27,27
llama4_maverick,m113,round_2,0.919,0.951,17,25,34
llama4_maverick,m113,round_3,0.7453,0.9061,17,29,57
llama4_maverick,man,round_1,0.3117,0.5431,14,7,30
llama4_maverick,man,round_2,0.787,0.9572,12,61,51
llama4_maverick,man,round_3,0.5812,0.8382,12,37,37
llama4_maverick,mass_spring_damper,round_1,0.4095,0.6311,69,17,39
llama4_maverick,mass_spring_damper,round_2,0.7544,0.9337,39,40,67
llama4_maverick,mass_spring_damper,round_3,0.71,0.5686,57,69,57
llama4_maverick,particles,round_1,0.2848,0.4526,86,27,22
llama4_maverick,particles,round_2,0.8463,0.967,83,72,67
llama4_maverick,particles,round_3,0.9183,0.9522,64,52,63
llama4_maverick,pendulum,round_1,0.2955,0.4434,72,2,15
llama4_maverick,pendulum,round_2,0.6361,0.6162,42,42,52
llama4_maverick,pendulum,round_3,0.6142,0.6441,69,44,43
llama4_maverick,rigid_highway,round_1,0.2982,0.6193,12,0,20
llama4_maverick,rigid_highway,round_2,0.7814,0.8973,86,69,72
llama4_maverick,rigid_highway,round_3,0.7927,0.9782,69,58,69
llama4_maverick,rigid_multipatches,round_1,0.3527,0.5413,55,0,22
llama4_maverick,rigid_multipatches,round_2,0.8082,0.9069,87,29,9
llama4_maverick,rigid_multipatches,round_3,0.741,0.9742,49,54,49
llama4_maverick,rotor,round_1,0.301,0.4607,0,17,27
llama4_maverick,rotor,round_2,0.7993,0.9747,55,69,80
llama4_maverick,rotor,round_3,0.6008,0.8408,67,55,55
llama4_maverick,scm,round_1,0.2844,0.5865,43,15,27
llama4_maverick,scm,round_2,0.5487,0.8412,49,32,27
llama4_maverick,scm,round_3,0.5946,0.8189,37,12,39
llama4_maverick,scm_hill,round_1,0.3103,0.5118,12,0,15
llama4_maverick,scm_hill,round_2,0.5726,0.8397,12,12,32
llama4_maverick,scm_hill,round_3,0.7421,0.9599,37,37,32
llama4_maverick,sedan,round_1,0.3092,0.5844,20,17,30
llama4_maverick,sedan,round_2,0.5775,0.7702,14,12,52
llama4_maverick,sedan,round_3,0.3696,0.4812,12,0,2
llama4_maverick,sensros,round_1,0.2716,0.3405,40,12,30
llama4_maverick,sensros,round_2,0.774,0.9415,62,19,30
llama4_maverick,sensros,round_3,0.9834,0.9915,44,65,85
llama4_maverick,slider_crank,round_1,0.3925,0.5746,60,27,12
llama4_maverick,slider_crank,round_2,0.822,0.8389,57,57,67
llama4_maverick,slider_crank,round_3,0.9068,0.9782,69,72,62
llama4_maverick,tablecloth,round_1,0.2784,0.4277,32,15,12
llama4_maverick,tablecloth,round_2,0.6435,0.8762,12,34,47
llama4_maverick,tablecloth,round_3,0.9261,0.988,12,51,69
llama4_maverick,turtlebot,round_1,0.3402,0.5768,88,14,27
llama4_maverick,turtlebot,round_2,0.8016,0.9521,70,71,71
llama4_maverick,turtlebot,round_3,0.4918,0.7949,49,37,32
llama4_maverick,uazbus,round_1,0.3038,0.5809,47,22,27
llama4_maverick,uazbus,round_2,0.6957,0.8846,12,29,72
llama4_maverick,uazbus,round_3,0.7668,0.9209,17,12,35
llama4_maverick,veh_app,round_1,0.2783,0.5942,12,7,0
llama4_maverick,veh_app,round_2,0.8234,0.918,20,12,22
llama4_maverick,veh_app,round_3,0.8602,0.9816,12,12,7
llama4_maverick,vehros,round_1,0.3009,0.4027,20,22,30
llama4_maverick,vehros,round_2,0.6486,0.875,42,22,52
llama4_maverick,vehros,round_3,0.7348,0.9264,19,12,36
llama4_maverick,viper,round_1,0.288,0.6807,65,37,27
llama4_maverick,viper,round_2,0.9926,1.0,74,77,78
llama4_maverick,viper,round_3,0.7248,0.8272,43,17,27
llama4_scout,art,round_1,0.2558,0.3735,39,25,20
llama4_scout,art,round_2,1.0,1.0,52,90,82
llama4_scout,art,round_3,0.9671,1.0,20,72,75
llama4_scout,beam,round_1,0.3101,0.3087,19,15,15
llama4_scout,beam,round_2,0.5631,0.7872,54,29,37
llama4_scout,beam,round_3,0.9408,0.9892,69,72,73
llama4_scout,buckling,round_1,0.231,0.2288,12,15,27
llama4_scout,buckling,round_2,0.9833,1.0,77,69,69
llama4_scout,buckling,round_3,0.672,0.8981,27,24,27
llama4_scout,cable,round_1,0.3198,0.2165,22,15,22
llama4_scout,cable,round_2,0.9627,1.0,72,75,82
llama4_scout,cable,round_3,0.4966,0.7026,82,42,27
llama4_scout,camera,round_1,0.2268,0.2744,20,0,27
llama4_scout,camera,round_2,0.8728,0.9954,12,54,62
llama4_scout,camera,round_3,0.8084,0.973,52,27,32
llama4_scout,citybus,round_1,0.27,0.3186,0,25,25
llama4_scout,citybus,round_2,0.8841,0.9676,88,49,62
llama4_scout,citybus,round_3,0.9939,0.9974,47,75,65
llama4_scout,curiosity,round_1,0.2934,0.2434,27,0,27
llama4_scout,curiosity,round_2,0.7658,0.9,45,41,44
llama4_scout,curiosity,round_3,0.6572,0.8345,69,37,37
llama4_scout,feda,round_1,0.2694,0.4097,32,15,27
llama4_scout,feda,round_2,0.8638,0.8828,52,39,52
llama4_scout,feda,round_3,0.6392,0.8512,17,49,25
llama4_scout,gator,round_1,0.2705,0.3165,12,0,10
llama4_scout,gator,round_2,0.7802,0.8579,12,27,54
llama4_scout,gator,round_3,0.9714,0.9974,17,80,69
llama4_scout,gear,round_1,0.2432,0.1935,12,10,15
llama4_scout,gear,round_2,1.0,1.0,52,85,78
llama4_scout,gear,round_3,0.827,0.9231,47,57,44
llama4_scout,gps_imu,round_1,0.2354,0.3363,12,17,20
llama4_scout,gps_imu,round_2,0.8634,0.9355,32,52,29
llama4_scout,gps_imu,round_3,0.7918,0.9787,27,79,90
llama4_scout,handler,round_1,0.2949,0.3892,30,15,32
llama4_scout,handler,round_2,0.9797,0.9946,37,60,70
llama4_scout,handler,round_3,0.6884,0.8171,74,5,25
llama4_scout,hmmwv,round_1,0.263,0.4265,17,20,30
llama4_scout,hmmwv,round_2,0.5996,0.7354,14,25,30
llama4_scout,hmmwv,round_3,0.6749,0.9427,27,67,67
llama4_scout,kraz,round_1,0.2105,0.3978,29,0,10
llama4_scout,kraz,round_2,0.7025,0.9124,57,64,59
llama4_scout,kraz,round_3,0.52,0.8307,12,2,30
llama4_scout,lidar,round_1,0.2738,0.3811,12,0,7
llama4_scout,lidar,round_2,0.7762,0.9139,57,0,30
llama4_scout,lidar,round_3,0.5982,0.7702,47,0,0
llama4_scout,m113,round_1,0.2162,0.4127,0,17,7
llama4_scout,m113,round_2,0.6764,0.9058,37,37,32
llama4_scout,m113,round_3,0.7956,0.9457,88,32,39
llama4_scout,man,round_1,0.2595,0.3303,0,7,32
llama4_scout,man,round_2,0.875,0.9586,37,34,44
llama4_scout,man,round_3,0.6797,0.8497,27,12,34
llama4_scout,mass_spring_damper,round_1,0.3222,0.2746,57,25,30
llama4_scout,mass_spring_damper,round_2,0.7392,0.9204,32,60,57
llama4_scout,mass_spring_damper,round_3,0.8602,0.9814,88,48,63
llama4_scout,particles,round_1,0.3281,0.2621,12,17,32
llama4_scout,particles,round_2,0.8353,0.9646,25,57,67
llama4_scout,particles,round_3,0.5348,0.7977,69,30,32
llama4_scout,pendulum,round_1,0.2865,0.4082,27,15,30
llama4_scout,pendulum,round_2,0.7445,0.9019,52,12,47
llama4_scout,pendulum,round_3,0.8611,0.9814,74,20,33
llama4_scout,rigid_highway,round_1,0.2803,0.3662,54,22,15
llama4_scout,rigid_highway,round_2,0.8801,0.9258,54,57,69
llama4_scout,rigid_highway,round_3,0.8929,0.9818,12,78,77
llama4_scout,rigid_multipatches,round_1,0.3127,0.3862,15,20,25
llama4_scout,rigid_multipatches,round_2,0.7428,0.9221,82,19,27
llama4_scout,rigid_multipatches,round_3,0.7925,0.9967,87,85,77
llama4_scout,rotor,round_1,0.2113,0.3402,27,15,15
llama4_scout,rotor,round_2,0.9425,0.9931,12,54,63
llama4_scout,rotor,round_3,0.7516,0.9403,67,39,47
llama4_scout,scm,round_1,0.2425,0.3814,17,20,10
llama4_scout,scm,round_2,0.5978,0.8113,12,12,34
llama4_scout,scm,round_3,0.6161,0.7879,12,37,44
llama4_scout,scm_hill,round_1,0.2367,0.3398,90,0,27
llama4_scout,scm_hill,round_2,0.6891,0.8522,67,27,32
llama4_scout,scm_hill,round_3,0.7474,0.9317,14,12,40
llama4_scout,sedan,round_1,0.2301,0.2513,45,7,0
llama4_scout,sedan,round_2,0.5887,0.7505,17,29,67
llama4_scout,sedan,round_3,0.6116,0.8029,12,25,20
llama4_scout,sensros,round_1,0.2498,0.359,7,35,15
llama4_scout,sensros,round_2,0.8413,0.9388,45,52,44
llama4_scout,sensros,round_3,0.9888,0.9977,20,72,60
llama4_scout,slider_crank,round_1,0.3224,0.3854,32,20,30
llama4_scout,slider_crank,round_2,0.7623,0.8053,75,47,39
llama4_scout,slider_crank,round_3,0.8862,0.972,74,54,54
llama4_scout,tablecloth,round_1,0.2863,0.3035,54,30,42
llama4_scout,tablecloth,round_2,0.6407,0.9126,78,47,59
llama4_scout,tablecloth,round_3,0.7928,0.9706,12,70,61
llama4_scout,turtlebot,round_1,0.2487,0.3317,12,25,22
llama4_scout,turtlebot,round_2,0.8564,0.9735,39,50,72
llama4_scout,turtlebot,round_3,0.4814,0.7353,62,12,36
llama4_scout,uazbus,round_1,0.2113,0.3972,34,7,10
llama4_scout,uazbus,round_2,0.706,0.899,37,49,57
llama4_scout,uazbus,round_3,0.8769,0.964,17,12,50
llama4_scout,veh_app,round_1,0.2243,0.3794,30,17,27
llama4_scout,veh_app,round_2,0.8299,0.8951,7,12,49
llama4_scout,veh_app,round_3,0.8913,0.9712,22,72,62
llama4_scout,vehros,round_1,0.3586,0.3473,15,0,25
llama4_scout,vehros,round_2,0.6153,0.8541,39,44,55
llama4_scout,vehros,round_3,0.7211,0.9001,74,32,47
llama4_scout,viper,round_1,0.2838,0.4367,7,0,27
llama4_scout,viper,round_2,0.9926,1.0,47,74,79
llama4_scout,viper,round_3,0.6982,0.9107,59,12,34
mamba-codestral-7b-v0.1,art,round_1,0.1796,0.2254,2,10,7
mamba-codestral-7b-v0.1,art,round_2,1.0,1.0,12,90,90
mamba-codestral-7b-v0.1,art,round_3,1.0,1.0,12,90,90
mamba-codestral-7b-v0.1,beam,round_1,0.228,0.2437,17,25,0
mamba-codestral-7b-v0.1,beam,round_2,0.7451,0.8713,27,45,25
mamba-codestral-7b-v0.1,beam,round_3,0.7024,0.9163,40,37,45
mamba-codestral-7b-v0.1,buckling,round_1,0.149,0.1006,19,7,10
mamba-codestral-7b-v0.1,buckling,round_2,0.0862,0.0821,40,10,35
mamba-codestral-7b-v0.1,buckling,round_3,0.4172,0.5592,27,15,0
mamba-codestral-7b-v0.1,cable,round_1,0.2294,0.2188,25,29,7
mamba-codestral-7b-v0.1,cable,round_2,0.9627,1.0,67,78,72
mamba-codestral-7b-v0.1,cable,round_3,0.4744,0.7114,25,12,25
mamba-codestral-7b-v0.1,camera,round_1,0.1722,0.0669,52,7,15
mamba-codestral-7b-v0.1,camera,round_2,0.4669,0.6554,27,12,12
mamba-codestral-7b-v0.1,camera,round_3,0.5294,0.716,9,20,32
mamba-codestral-7b-v0.1,citybus,round_1,0.1608,0.1545,17,7,15
mamba-codestral-7b-v0.1,citybus,round_2,0.3993,0.5411,0,20,0
mamba-codestral-7b-v0.1,citybus,round_3,0.9939,0.9974,57,65,73
mamba-codestral-7b-v0.1,curiosity,round_1,0.1856,0.2742,30,27,25
mamba-codestral-7b-v0.1,curiosity,round_2,0.7316,0.9211,62,68,58
mamba-codestral-7b-v0.1,curiosity,round_3,0.592,0.7765,48,7,43
mamba-codestral-7b-v0.1,feda,round_1,0.1725,0.2138,0,0,25
mamba-codestral-7b-v0.1,feda,round_2,0.951,0.9949,19,62,62
mamba-codestral-7b-v0.1,feda,round_3,0.7295,0.8852,2,52,29
mamba-codestral-7b-v0.1,gator,round_1,0.165,0.2232,27,25,25
mamba-codestral-7b-v0.1,gator,round_2,0.1463,0.1546,47,20,44
mamba-codestral-7b-v0.1,gator,round_3,0.009,0.038,7,27,0
mamba-codestral-7b-v0.1,gear,round_1,0.1669,0.2126,39,17,24
mamba-codestral-7b-v0.1,gear,round_2,0.4736,0.6229,15,25,17
mamba-codestral-7b-v0.1,gear,round_3,0.3535,0.4512,15,15,12
mamba-codestral-7b-v0.1,gps_imu,round_1,0.1642,0.2341,27,15,2
mamba-codestral-7b-v0.1,gps_imu,round_2,0.0318,0.1553,5,22,0
mamba-codestral-7b-v0.1,gps_imu,round_3,0.3125,0.4061,30,40,17
mamba-codestral-7b-v0.1,handler,round_1,0.1887,0.2797,25,25,20
mamba-codestral-7b-v0.1,handler,round_2,0.9482,0.9964,62,75,55
mamba-codestral-7b-v0.1,handler,round_3,0.57,0.771,80,27,30
mamba-codestral-7b-v0.1,hmmwv,round_1,0.1537,0.0762,10,0,7
mamba-codestral-7b-v0.1,hmmwv,round_2,0.8465,0.9592,14,47,44
mamba-codestral-7b-v0.1,hmmwv,round_3,0.878,0.993,54,63,74
mamba-codestral-7b-v0.1,kraz,round_1,0.1796,0.3162,22,12,7
mamba-codestral-7b-v0.1,kraz,round_2,0.8453,0.8886,17,54,80
mamba-codestral-7b-v0.1,kraz,round_3,0.0378,0.0599,20,0,22
mamba-codestral-7b-v0.1,lidar,round_1,0.1604,0.2265,12,9,15
mamba-codestral-7b-v0.1,lidar,round_2,0.4651,0.7077,17,35,39
mamba-codestral-7b-v0.1,lidar,round_3,0.3223,0.4583,27,15,0
mamba-codestral-7b-v0.1,m113,round_1,0.1695,0.1938,25,10,7
mamba-codestral-7b-v0.1,m113,round_2,0.4148,0.3404,25,25,25
mamba-codestral-7b-v0.1,m113,round_3,0.873,0.9586,2,52,47
mamba-codestral-7b-v0.1,man,round_1,0.1637,0.1101,45,25,37
mamba-codestral-7b-v0.1,man,round_2,0.764,0.9253,12,0,44
mamba-codestral-7b-v0.1,man,round_3,0.5765,0.8073,12,42,39
mamba-codestral-7b-v0.1,mass_spring_damper,round_1,0.214,0.2813,30,20,25
mamba-codestral-7b-v0.1,mass_spring_damper,round_2,0.736,0.8991,48,30,27
mamba-codestral-7b-v0.1,mass_spring_damper,round_3,0.7092,0.957,17,59,34
mamba-codestral-7b-v0.1,particles,round_1,0.1517,0.0793,10,0,0
mamba-codestral-7b-v0.1,particles,round_2,0.8129,0.9539,27,73,73
mamba-codestral-7b-v0.1,particles,round_3,0.9096,0.9683,37,14,88
mamba-codestral-7b-v0.1,pendulum,round_1,0.2153,0.2604,32,0,25
mamba-codestral-7b-v0.1,pendulum,round_2,0.8371,0.9503,52,50,55
mamba-codestral-7b-v0.1,pendulum,round_3,0.8837,0.9811,74,27,40
mamba-codestral-7b-v0.1,rigid_highway,round_1,0.1755,0.2514,27,7,15
mamba-codestral-7b-v0.1,rigid_highway,round_2,1.0,1.0,17,93,82
mamba-codestral-7b-v0.1,rigid_highway,round_3,1.0,1.0,22,85,85
mamba-codestral-7b-v0.1,rigid_multipatches,round_1,0.1355,0.0916,25,10,7
mamba-codestral-7b-v0.1,rigid_multipatches,round_2,1.0,1.0,19,65,67
mamba-codestral-7b-v0.1,rigid_multipatches,round_3,0.7314,0.8822,27,32,25
mamba-codestral-7b-v0.1,rotor,round_1,0.1587,0.1655,0,10,17
mamba-codestral-7b-v0.1,rotor,round_2,0.9927,1.0,67,54,60
mamba-codestral-7b-v0.1,rotor,round_3,0.7045,0.9383,52,45,57
mamba-codestral-7b-v0.1,scm,round_1,0.1431,0.1056,2,20,7
mamba-codestral-7b-v0.1,scm,round_2,0.614,0.8056,24,30,12
mamba-codestral-7b-v0.1,scm,round_3,0.5689,0.7856,2,30,50
mamba-codestral-7b-v0.1,scm_hill,round_1,0.1745,0.2097,17,12,2
mamba-codestral-7b-v0.1,scm_hill,round_2,0.5358,0.792,60,12,35
mamba-codestral-7b-v0.1,scm_hill,round_3,0.7878,0.937,44,52,57
mamba-codestral-7b-v0.1,sedan,round_1,0.1685,0.1101,14,20,10
mamba-codestral-7b-v0.1,sedan,round_2,0.5385,0.6743,12,25,35
mamba-codestral-7b-v0.1,sedan,round_3,0.5949,0.8175,4,0,37
mamba-codestral-7b-v0.1,sensros,round_1,0.1879,0.3329,12,10,22
mamba-codestral-7b-v0.1,sensros,round_2,0.5578,0.7102,12,32,19
mamba-codestral-7b-v0.1,sensros,round_3,0.5582,0.6862,7,0,0
mamba-codestral-7b-v0.1,slider_crank,round_1,0.1944,0.2837,29,12,10
mamba-codestral-7b-v0.1,slider_crank,round_2,0.831,0.8591,46,64,64
mamba-codestral-7b-v0.1,slider_crank,round_3,0.9088,0.9828,59,78,72
mamba-codestral-7b-v0.1,tablecloth,round_1,0.1763,0.2309,44,0,32
mamba-codestral-7b-v0.1,tablecloth,round_2,0.6561,0.9271,27,61,67
mamba-codestral-7b-v0.1,tablecloth,round_3,0.5344,0.6865,27,22,0
mamba-codestral-7b-v0.1,turtlebot,round_1,0.1767,0.41,15,0,15
mamba-codestral-7b-v0.1,turtlebot,round_2,0.6433,0.8911,64,60,59
mamba-codestral-7b-v0.1,turtlebot,round_3,0.1119,0.1336,50,12,17
mamba-codestral-7b-v0.1,uazbus,round_1,0.1881,0.256,12,0,17
mamba-codestral-7b-v0.1,uazbus,round_2,0.0159,0.357,27,62,52
mamba-codestral-7b-v0.1,uazbus,round_3,0.0239,0.05,15,10,5
mamba-codestral-7b-v0.1,veh_app,round_1,0.1369,0.1567,20,10,25
mamba-codestral-7b-v0.1,veh_app,round_2,0.7241,0.8193,98,19,22
mamba-codestral-7b-v0.1,veh_app,round_3,0.4888,0.6692,10,40,35
mamba-codestral-7b-v0.1,vehros,round_1,0.0544,0.0253,30,0,0
mamba-codestral-7b-v0.1,vehros,round_2,0.5796,0.8099,12,25,15
mamba-codestral-7b-v0.1,vehros,round_3,0.6533,0.8378,12,0,29
mamba-codestral-7b-v0.1,viper,round_1,0.1501,0.2684,20,17,10
mamba-codestral-7b-v0.1,viper,round_2,0.9332,0.9971,69,58,63
mamba-codestral-7b-v0.1,viper,round_3,0.6756,0.9067,42,17,42
mistral-large-latest,art,round_1,0.2393,0.4207,27,27,12
mistral-large-latest,art,round_2,0.9744,1.0,32,90,90
mistral-large-latest,art,round_3,0.9235,0.9949,77,63,83
mistral-large-latest,beam,round_1,0.2588,0.2651,19,15,2
mistral-large-latest,beam,round_2,0.8139,0.9428,69,68,58
mistral-large-latest,beam,round_3,0.7978,0.9438,50,57,77
mistral-large-latest,buckling,round_1,0.2415,0.2897,24,27,17
mistral-large-latest,buckling,round_2,0.9728,0.9977,12,49,54
mistral-large-latest,buckling,round_3,0.5816,0.8656,57,27,0
mistral-large-latest,cable,round_1,0.3304,0.395,47,25,20
mistral-large-latest,cable,round_2,0.9627,1.0,26,83,81
mistral-large-latest,cable,round_3,0.482,0.6998,17,25,32
mistral-large-latest,camera,round_1,0.2314,0.3529,52,15,27
