Model,System,Round,Score Document,Score Reference,Score Ref+Doc
deepseek-r1,art,first,0,1,9
deepseek-r1,art,second,0,2,
deepseek-r1,art,third,85,6,
mamba-codestral-7b-v0.1,handler,second,0,1,10
mamba-codestral-7b-v0.1,handler,third,10,30,9
mamba-codestral-7b-v0.1,handler,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,handler,gpt-4.1-mini,second,0,50,10
mamba-codestral-7b-v0.1,handler,gpt-4.1-mini,third,0,,5
mamba-codestral-7b-v0.1,handler,gpt-4.1-nano,first,20,50,
mamba-codestral-7b-v0.1,handler,gpt-4.1-nano,second,20,5,
mamba-codestral-7b-v0.1,handler,gpt-4.1-nano,third,30,,
mamba-codestral-7b-v0.1,handler,gpt-4o-mini,first,0,0,
mamba-codestral-7b-v0.1,handler,gpt-4o-mini,second,0,3,10
mamba-codestral-7b-v0.1,handler,gpt-4o-mini,third,0,2,9
mamba-codestral-7b-v0.1,hmmwv,first,0,30,10
mamba-codestral-7b-v0.1,hmmwv,second,0,1,9
mamba-codestral-7b-v0.1,hmmwv,third,10,0,9
mamba-codestral-7b-v0.1,hmmwv,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,hmmwv,gpt-4.1-mini,second,0,0,
mamba-codestral-7b-v0.1,hmmwv,gpt-4.1-mini,third,0,,
mamba-codestral-7b-v0.1,hmmwv,gpt-4.1-nano,first,0,6,
mamba-codestral-7b-v0.1,hmmwv,gpt-4.1-nano,second,20,,
mamba-codestral-7b-v0.1,hmmwv,gpt-4.1-nano,third,20,0,
mamba-codestral-7b-v0.1,hmmwv,gpt-4o-mini,first,0,0,10
mamba-codestral-7b-v0.1,hmmwv,gpt-4o-mini,second,0,2,9
mamba-codestral-7b-v0.1,hmmwv,gpt-4o-mini,third,0,1,7
mamba-codestral-7b-v0.1,kraz,first,10,40,10
mamba-codestral-7b-v0.1,kraz,second,0,,
mamba-codestral-7b-v0.1,kraz,third,0,8,9
mamba-codestral-7b-v0.1,kraz,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,kraz,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,kraz,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,kraz,gpt-4.1-nano,first,10,80,
mamba-codestral-7b-v0.1,kraz,gpt-4.1-nano,second,30,82,
mamba-codestral-7b-v0.1,kraz,gpt-4.1-nano,third,20,3,10
mamba-codestral-7b-v0.1,kraz,gpt-4o-mini,first,0,,10
mamba-codestral-7b-v0.1,kraz,gpt-4o-mini,second,0,1,10
mamba-codestral-7b-v0.1,kraz,gpt-4o-mini,third,0,3,
mamba-codestral-7b-v0.1,lidar,first,5,4,4
mamba-codestral-7b-v0.1,lidar,second,0,2,7
mamba-codestral-7b-v0.1,lidar,third,0,3,6
mamba-codestral-7b-v0.1,lidar,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,lidar,gpt-4.1-mini,second,0,0,9
mamba-codestral-7b-v0.1,lidar,gpt-4.1-mini,third,0,10,
mamba-codestral-7b-v0.1,lidar,gpt-4.1-nano,first,20,0,
mamba-codestral-7b-v0.1,lidar,gpt-4.1-nano,second,10,4,
mamba-codestral-7b-v0.1,lidar,gpt-4.1-nano,third,20,12,
mamba-codestral-7b-v0.1,lidar,gpt-4o-mini,first,0,,
mamba-codestral-7b-v0.1,lidar,gpt-4o-mini,second,5,0,2
mamba-codestral-7b-v0.1,lidar,gpt-4o-mini,third,10,8,6
mamba-codestral-7b-v0.1,m113,first,10,10,10
mamba-codestral-7b-v0.1,m113,second,10,1,9
mamba-codestral-7b-v0.1,m113,third,10,,9
mamba-codestral-7b-v0.1,m113,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,m113,gpt-4.1-mini,second,0,,
mamba-codestral-7b-v0.1,m113,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,m113,gpt-4.1-nano,first,10,8,
mamba-codestral-7b-v0.1,m113,gpt-4.1-nano,second,10,6,
mamba-codestral-7b-v0.1,m113,gpt-4.1-nano,third,30,1,
mamba-codestral-7b-v0.1,m113,gpt-4o-mini,first,10,1,9
mamba-codestral-7b-v0.1,m113,gpt-4o-mini,second,5,10,4
mamba-codestral-7b-v0.1,m113,gpt-4o-mini,third,10,6,9
mamba-codestral-7b-v0.1,man,first,0,45,
mamba-codestral-7b-v0.1,man,second,5,2,9
mamba-codestral-7b-v0.1,man,third,0,3,9
mamba-codestral-7b-v0.1,man,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,man,gpt-4.1-mini,second,0,,10
mamba-codestral-7b-v0.1,man,gpt-4.1-mini,third,0,,0
mamba-codestral-7b-v0.1,man,gpt-4.1-nano,first,20,1,
mamba-codestral-7b-v0.1,man,gpt-4.1-nano,second,20,10,
mamba-codestral-7b-v0.1,man,gpt-4.1-nano,third,10,,
mamba-codestral-7b-v0.1,man,gpt-4o-mini,first,0,9,9
mamba-codestral-7b-v0.1,man,gpt-4o-mini,second,0,,9
mamba-codestral-7b-v0.1,man,gpt-4o-mini,third,0,,3
mamba-codestral-7b-v0.1,mass_spring_damper,first,10,0,10
mamba-codestral-7b-v0.1,mass_spring_damper,second,10,2,9
mamba-codestral-7b-v0.1,mass_spring_damper,third,0,65,10
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4.1-mini,first,0,,0
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4.1-mini,third,0,0,0
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4.1-nano,first,20,1,10
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4.1-nano,second,15,,
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4.1-nano,third,35,,
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4o-mini,first,0,0,10
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4o-mini,second,10,2,
mamba-codestral-7b-v0.1,mass_spring_damper,gpt-4o-mini,third,0,8,10
mamba-codestral-7b-v0.1,particles,first,0,2,
mamba-codestral-7b-v0.1,particles,second,10,2,9
mamba-codestral-7b-v0.1,particles,third,0,0,9
mamba-codestral-7b-v0.1,particles,gpt-4.1-mini,first,0,60,10
mamba-codestral-7b-v0.1,particles,gpt-4.1-mini,second,0,0,10
mamba-codestral-7b-v0.1,particles,gpt-4.1-mini,third,0,0,10
mamba-codestral-7b-v0.1,particles,gpt-4.1-nano,first,10,5,
mamba-codestral-7b-v0.1,particles,gpt-4.1-nano,second,10,,0
mamba-codestral-7b-v0.1,particles,gpt-4.1-nano,third,10,,
mamba-codestral-7b-v0.1,particles,gpt-4o-mini,first,10,0,
mamba-codestral-7b-v0.1,particles,gpt-4o-mini,second,10,0,8
mamba-codestral-7b-v0.1,particles,gpt-4o-mini,third,10,2,9
mamba-codestral-7b-v0.1,pendulum,first,0,6,10
mamba-codestral-7b-v0.1,pendulum,second,10,1,
mamba-codestral-7b-v0.1,pendulum,third,10,4,10
mamba-codestral-7b-v0.1,pendulum,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,pendulum,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,pendulum,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,pendulum,gpt-4.1-nano,first,10,11,
mamba-codestral-7b-v0.1,pendulum,gpt-4.1-nano,second,15,73,
mamba-codestral-7b-v0.1,pendulum,gpt-4.1-nano,third,10,3,10
mamba-codestral-7b-v0.1,pendulum,gpt-4o-mini,first,10,0,9
mamba-codestral-7b-v0.1,pendulum,gpt-4o-mini,second,5,7,6
mamba-codestral-7b-v0.1,pendulum,gpt-4o-mini,third,10,7,9
mamba-codestral-7b-v0.1,rigid_highway,first,0,1,
mamba-codestral-7b-v0.1,rigid_highway,second,10,10,9
mamba-codestral-7b-v0.1,rigid_highway,third,0,4,10
mamba-codestral-7b-v0.1,rigid_highway,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,rigid_highway,gpt-4.1-mini,second,0,0,10
mamba-codestral-7b-v0.1,rigid_highway,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,rigid_highway,gpt-4.1-nano,first,20,,
mamba-codestral-7b-v0.1,rigid_highway,gpt-4.1-nano,second,15,4,
mamba-codestral-7b-v0.1,rigid_highway,gpt-4.1-nano,third,10,1,
mamba-codestral-7b-v0.1,rigid_highway,gpt-4o-mini,first,0,2,9
mamba-codestral-7b-v0.1,rigid_highway,gpt-4o-mini,second,0,3,9
mamba-codestral-7b-v0.1,rigid_highway,gpt-4o-mini,third,10,8,8
mamba-codestral-7b-v0.1,rigid_multipatches,first,0,0,6
mamba-codestral-7b-v0.1,rigid_multipatches,second,0,3,8
mamba-codestral-7b-v0.1,rigid_multipatches,third,0,,
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4.1-mini,second,0,0,
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4.1-mini,third,0,0,0
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4.1-nano,first,20,76,
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4.1-nano,second,10,2,
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4.1-nano,third,20,2,3
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4o-mini,first,10,4,8
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4o-mini,second,10,0,8
mamba-codestral-7b-v0.1,rigid_multipatches,gpt-4o-mini,third,0,2,6
mamba-codestral-7b-v0.1,rotor,first,0,3,10
mamba-codestral-7b-v0.1,rotor,second,0,4,10
mamba-codestral-7b-v0.1,rotor,third,0,,10
mamba-codestral-7b-v0.1,rotor,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,rotor,gpt-4.1-mini,second,0,0,
mamba-codestral-7b-v0.1,rotor,gpt-4.1-mini,third,0,0,0
mamba-codestral-7b-v0.1,rotor,gpt-4.1-nano,first,10,2,
mamba-codestral-7b-v0.1,rotor,gpt-4.1-nano,second,10,,
mamba-codestral-7b-v0.1,rotor,gpt-4.1-nano,third,20,5,1
mamba-codestral-7b-v0.1,rotor,gpt-4o-mini,first,10,10,10
mamba-codestral-7b-v0.1,rotor,gpt-4o-mini,second,0,9,10
mamba-codestral-7b-v0.1,rotor,gpt-4o-mini,third,0,3,10
mamba-codestral-7b-v0.1,scm,first,0,2,9
mamba-codestral-7b-v0.1,scm,second,10,4,9
mamba-codestral-7b-v0.1,scm,third,0,4,
mamba-codestral-7b-v0.1,scm,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,scm,gpt-4.1-mini,second,0,0,
mamba-codestral-7b-v0.1,scm,gpt-4.1-mini,third,0,0,0
mamba-codestral-7b-v0.1,scm,gpt-4.1-nano,first,40,3,
mamba-codestral-7b-v0.1,scm,gpt-4.1-nano,second,10,,
mamba-codestral-7b-v0.1,scm,gpt-4.1-nano,third,0,4,
mamba-codestral-7b-v0.1,scm,gpt-4o-mini,first,0,1,10
mamba-codestral-7b-v0.1,scm,gpt-4o-mini,second,0,7,9
mamba-codestral-7b-v0.1,scm,gpt-4o-mini,third,0,7,
mamba-codestral-7b-v0.1,scm_hill,first,0,,
mamba-codestral-7b-v0.1,scm_hill,second,0,,8
mamba-codestral-7b-v0.1,scm_hill,third,0,2,
mamba-codestral-7b-v0.1,scm_hill,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,scm_hill,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,scm_hill,gpt-4.1-mini,third,0,0,5
mamba-codestral-7b-v0.1,scm_hill,gpt-4.1-nano,first,10,2,
mamba-codestral-7b-v0.1,scm_hill,gpt-4.1-nano,second,10,4,
mamba-codestral-7b-v0.1,scm_hill,gpt-4.1-nano,third,10,3,
mamba-codestral-7b-v0.1,scm_hill,gpt-4o-mini,first,0,25,8
mamba-codestral-7b-v0.1,scm_hill,gpt-4o-mini,second,10,15,6
mamba-codestral-7b-v0.1,scm_hill,gpt-4o-mini,third,10,0,8
mamba-codestral-7b-v0.1,sedan,first,10,0,10
mamba-codestral-7b-v0.1,sedan,second,0,1,9
mamba-codestral-7b-v0.1,sedan,third,0,,8
mamba-codestral-7b-v0.1,sedan,gpt-4.1-mini,first,0,0,10
mamba-codestral-7b-v0.1,sedan,gpt-4.1-mini,second,0,0,
mamba-codestral-7b-v0.1,sedan,gpt-4.1-mini,third,0,,10
mamba-codestral-7b-v0.1,sedan,gpt-4.1-nano,first,20,7,
mamba-codestral-7b-v0.1,sedan,gpt-4.1-nano,second,10,92,
mamba-codestral-7b-v0.1,sedan,gpt-4.1-nano,third,20,77,
mamba-codestral-7b-v0.1,sedan,gpt-4o-mini,first,20,5,10
mamba-codestral-7b-v0.1,sedan,gpt-4o-mini,second,0,2,10
mamba-codestral-7b-v0.1,sedan,gpt-4o-mini,third,0,6,
mamba-codestral-7b-v0.1,sensros,first,0,10,9
mamba-codestral-7b-v0.1,sensros,second,10,40,8
mamba-codestral-7b-v0.1,sensros,third,0,20,
mamba-codestral-7b-v0.1,sensros,gpt-4.1-mini,first,0,0,9
mamba-codestral-7b-v0.1,sensros,gpt-4.1-mini,second,0,0,5
mamba-codestral-7b-v0.1,sensros,gpt-4.1-mini,third,0,0,10
mamba-codestral-7b-v0.1,sensros,gpt-4.1-nano,first,10,4,
mamba-codestral-7b-v0.1,sensros,gpt-4.1-nano,second,10,1,
mamba-codestral-7b-v0.1,sensros,gpt-4.1-nano,third,20,8,
mamba-codestral-7b-v0.1,sensros,gpt-4o-mini,first,0,40,9
mamba-codestral-7b-v0.1,sensros,gpt-4o-mini,second,10,0,8
mamba-codestral-7b-v0.1,sensros,gpt-4o-mini,third,0,8,8
mamba-codestral-7b-v0.1,slider_crank,first,10,4,9
mamba-codestral-7b-v0.1,slider_crank,second,10,1,9
mamba-codestral-7b-v0.1,slider_crank,third,0,0,8
mamba-codestral-7b-v0.1,slider_crank,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,slider_crank,gpt-4.1-mini,second,0,0,0
mamba-codestral-7b-v0.1,slider_crank,gpt-4.1-mini,third,0,,
mamba-codestral-7b-v0.1,slider_crank,gpt-4.1-nano,first,20,2,
mamba-codestral-7b-v0.1,slider_crank,gpt-4.1-nano,second,10,7,
mamba-codestral-7b-v0.1,slider_crank,gpt-4.1-nano,third,10,,
mamba-codestral-7b-v0.1,slider_crank,gpt-4o-mini,first,0,2,9
mamba-codestral-7b-v0.1,slider_crank,gpt-4o-mini,second,10,0,10
mamba-codestral-7b-v0.1,slider_crank,gpt-4o-mini,third,10,3,10
mamba-codestral-7b-v0.1,tablecloth,first,0,3,9
mamba-codestral-7b-v0.1,tablecloth,second,10,2,
mamba-codestral-7b-v0.1,tablecloth,third,10,4,9
mamba-codestral-7b-v0.1,tablecloth,gpt-4.1-mini,first,0,0,8
mamba-codestral-7b-v0.1,tablecloth,gpt-4.1-mini,second,0,20,9
mamba-codestral-7b-v0.1,tablecloth,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,tablecloth,gpt-4.1-nano,first,10,90,
mamba-codestral-7b-v0.1,tablecloth,gpt-4.1-nano,second,25,,
mamba-codestral-7b-v0.1,tablecloth,gpt-4.1-nano,third,10,2,
mamba-codestral-7b-v0.1,tablecloth,gpt-4o-mini,first,0,0,8
mamba-codestral-7b-v0.1,tablecloth,gpt-4o-mini,second,0,2,9
mamba-codestral-7b-v0.1,tablecloth,gpt-4o-mini,third,10,1,10
mamba-codestral-7b-v0.1,turtlebot,first,10,0,10
mamba-codestral-7b-v0.1,turtlebot,second,0,0,10
mamba-codestral-7b-v0.1,turtlebot,third,0,4,
mamba-codestral-7b-v0.1,turtlebot,gpt-4.1-mini,first,0,2,0
mamba-codestral-7b-v0.1,turtlebot,gpt-4.1-mini,second,0,2,10
mamba-codestral-7b-v0.1,turtlebot,gpt-4.1-mini,third,0,,0
mamba-codestral-7b-v0.1,turtlebot,gpt-4.1-nano,first,0,2,0
mamba-codestral-7b-v0.1,turtlebot,gpt-4.1-nano,second,10,0,
mamba-codestral-7b-v0.1,turtlebot,gpt-4.1-nano,third,10,,
mamba-codestral-7b-v0.1,turtlebot,gpt-4o-mini,first,10,0,10
mamba-codestral-7b-v0.1,turtlebot,gpt-4o-mini,second,0,0,
mamba-codestral-7b-v0.1,turtlebot,gpt-4o-mini,third,10,1,9
mamba-codestral-7b-v0.1,uazbus,first,0,,10
mamba-codestral-7b-v0.1,uazbus,second,0,,10
mamba-codestral-7b-v0.1,uazbus,third,0,1,7
mamba-codestral-7b-v0.1,uazbus,gpt-4.1-mini,first,0,0,0
mamba-codestral-7b-v0.1,uazbus,gpt-4.1-mini,second,0,,10
mamba-codestral-7b-v0.1,uazbus,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,uazbus,gpt-4.1-nano,first,10,81,
mamba-codestral-7b-v0.1,uazbus,gpt-4.1-nano,second,20,,
mamba-codestral-7b-v0.1,uazbus,gpt-4.1-nano,third,0,,
mamba-codestral-7b-v0.1,uazbus,gpt-4o-mini,first,0,,9
mamba-codestral-7b-v0.1,uazbus,gpt-4o-mini,second,0,2,9
mamba-codestral-7b-v0.1,uazbus,gpt-4o-mini,third,10,3,8
mamba-codestral-7b-v0.1,vehros,first,10,9,9
mamba-codestral-7b-v0.1,vehros,second,10,75,9
mamba-codestral-7b-v0.1,vehros,third,10,3,10
mamba-codestral-7b-v0.1,vehros,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,vehros,gpt-4.1-mini,second,0,10,0
mamba-codestral-7b-v0.1,vehros,gpt-4.1-mini,third,0,,10
mamba-codestral-7b-v0.1,vehros,gpt-4.1-nano,first,20,,
mamba-codestral-7b-v0.1,vehros,gpt-4.1-nano,second,20,89,
mamba-codestral-7b-v0.1,vehros,gpt-4.1-nano,third,20,,
mamba-codestral-7b-v0.1,vehros,gpt-4o-mini,first,0,4,9
mamba-codestral-7b-v0.1,vehros,gpt-4o-mini,second,0,,
mamba-codestral-7b-v0.1,vehros,gpt-4o-mini,third,0,10,
mamba-codestral-7b-v0.1,veh_app,first,0,4,7
mamba-codestral-7b-v0.1,veh_app,second,0,0,
mamba-codestral-7b-v0.1,veh_app,third,0,0,8
mamba-codestral-7b-v0.1,veh_app,gpt-4.1-mini,first,0,0,
mamba-codestral-7b-v0.1,veh_app,gpt-4.1-mini,second,0,40,
mamba-codestral-7b-v0.1,veh_app,gpt-4.1-mini,third,0,0,0
mamba-codestral-7b-v0.1,veh_app,gpt-4.1-nano,first,10,,
mamba-codestral-7b-v0.1,veh_app,gpt-4.1-nano,second,10,,10
mamba-codestral-7b-v0.1,veh_app,gpt-4.1-nano,third,10,0,
mamba-codestral-7b-v0.1,veh_app,gpt-4o-mini,first,0,,9
mamba-codestral-7b-v0.1,veh_app,gpt-4o-mini,second,0,,
mamba-codestral-7b-v0.1,veh_app,gpt-4o-mini,third,0,3,
mamba-codestral-7b-v0.1,viper,first,0,3,8
mamba-codestral-7b-v0.1,viper,second,10,2,8
mamba-codestral-7b-v0.1,viper,third,10,1,
mamba-codestral-7b-v0.1,viper,gpt-4.1-mini,first,0,0,10
mamba-codestral-7b-v0.1,viper,gpt-4.1-mini,second,0,0,
mamba-codestral-7b-v0.1,viper,gpt-4.1-mini,third,0,0,
mamba-codestral-7b-v0.1,viper,gpt-4.1-nano,first,20,78,
mamba-codestral-7b-v0.1,viper,gpt-4.1-nano,second,20,77,
mamba-codestral-7b-v0.1,viper,gpt-4.1-nano,third,20,82,
mamba-codestral-7b-v0.1,viper,gpt-4o-mini,first,0,0,10
mamba-codestral-7b-v0.1,viper,gpt-4o-mini,second,0,5,9
mamba-codestral-7b-v0.1,viper,gpt-4o-mini,third,0,2,9
mistral-nemo-12b-instruct,art,first,10,3,
mistral-nemo-12b-instruct,art,second,10,8,10
mistral-nemo-12b-instruct,art,third,0,8,9
mistral-nemo-12b-instruct,art,gpt-4.1-mini,first,0,0,0
mistral-nemo-12b-instruct,art,gpt-4.1-mini,second,0,0,0
mistral-nemo-12b-instruct,art,gpt-4.1-mini,third,0,0,0
mistral-nemo-12b-instruct,art,gpt-4.1-nano,first,20,4,
mistral-nemo-12b-instruct,art,gpt-4.1-nano,second,10,,1
mistral-nemo-12b-instruct,art,gpt-4.1-nano,third,10,,
mistral-nemo-12b-instruct,art,gpt-4o-mini,first,10,4,9
mistral-nemo-12b-instruct,art,gpt-4o-mini,second,0,2,9
mistral-nemo-12b-instruct,art,gpt-4o-mini,third,0,3,9
mistral-nemo-12b-instruct,beam,first,10,0,9
mistral-nemo-12b-instruct,beam,second,10,,10
mistral-nemo-12b-instruct,beam,third,0,7,9
mistral-nemo-12b-instruct,beam,gpt-4.1-mini,first,0,0,9
mistral-nemo-12b-instruct,beam,gpt-4.1-mini,second,0,0,0
mistral-nemo-12b-instruct,beam,gpt-4.1-mini,third,0,0,0
mistral-nemo-12b-instruct,beam,gpt-4.1-nano,first,10,6,
mistral-nemo-12b-instruct,beam,gpt-4.1-nano,second,30,1,0
mistral-nemo-12b-instruct,beam,gpt-4.1-nano,third,20,83,
mistral-nemo-12b-instruct,beam,gpt-4o-mini,first,0,3,8
mistral-nemo-12b-instruct,beam,gpt-4o-mini,second,10,0,9
mistral-nemo-12b-instruct,beam,gpt-4o-mini,third,10,15,
mistral-nemo-12b-instruct,buckling,first,10,,10
mistral-nemo-12b-instruct,buckling,second,0,3,9
mistral-nemo-12b-instruct,buckling,third,0,25,
mistral-nemo-12b-instruct,buckling,gpt-4.1-mini,first,0,0,
mistral-nemo-12b-instruct,buckling,gpt-4.1-mini,second,0,0,
mistral-nemo-12b-instruct,buckling,gpt-4.1-mini,third,0,0,10
mistral-nemo-12b-instruct,buckling,gpt-4.1-nano,first,20,2,
mistral-nemo-12b-instruct,buckling,gpt-4.1-nano,second,20,,
mistral-nemo-12b-instruct,buckling,gpt-4.1-nano,third,20,,
mistral-nemo-12b-instruct,buckling,gpt-4o-mini,first,0,4,9
mistral-nemo-12b-instruct,buckling,gpt-4o-mini,second,0,5,9
mistral-nemo-12b-instruct,buckling,gpt-4o-mini,third,10,3,9
mistral-nemo-12b-instruct,cable,first,10,4,9
mistral-nemo-12b-instruct,cable,second,0,58,9
mistral-nemo-12b-instruct,cable,third,10,5,
mistral-nemo-12b-instruct,cable,gpt-4.1-mini,first,0,0,7
mistral-nemo-12b-instruct,cable,gpt-4.1-mini,second,0,0,0
mistral-nemo-12b-instruct,cable,gpt-4.1-mini,third,0,0,
mistral-nemo-12b-instruct,cable,gpt-4.1-nano,first,10,,
mistral-nemo-12b-instruct,cable,gpt-4.1-nano,second,20,,
mistral-nemo-12b-instruct,cable,gpt-4.1-nano,third,20,,
mistral-nemo-12b-instruct,cable,gpt-4o-mini,first,10,65,10
mistral-nemo-12b-instruct,cable,gpt-4o-mini,second,10,8,9
mistral-nemo-12b-instruct,cable,gpt-4o-mini,third,10,2,
mistral-nemo-12b-instruct,camera,first,0,10,
mistral-nemo-12b-instruct,camera,second,0,,7
mistral-nemo-12b-instruct,camera,third,10,4,
mistral-nemo-12b-instruct,camera,gpt-4.1-mini,first,0,0,
mistral-nemo-12b-instruct,camera,gpt-4.1-mini,second,0,0,0
mistral-nemo-12b-instruct,camera,gpt-4.1-mini,third,0,0,
mistral-nemo-12b-instruct,camera,gpt-4.1-nano,first,10,,
mistral-nemo-12b-instruct,camera,gpt-4.1-nano,second,10,73,
mistral-nemo-12b-instruct,camera,gpt-4.1-nano,third,20,,
mistral-nemo-12b-instruct,camera,gpt-4o-mini,first,0,2,
mistral-nemo-12b-instruct,camera,gpt-4o-mini,second,0,2,9
mistral-nemo-12b-instruct,camera,gpt-4o-mini,third,0,2,3
mistral-nemo-12b-instruct,citybus,first,0,1,
mistral-nemo-12b-instruct,citybus,second,10,1,9
mistral-nemo-12b-instruct,citybus,third,0,1,9
mistral-nemo-12b-instruct,citybus,gpt-4.1-mini,first,0,50,0
mistral-nemo-12b-instruct,citybus,gpt-4.1-mini,second,0,,0
mistral-nemo-12b-instruct,citybus,gpt-4.1-mini,third,0,0,
mistral-nemo-12b-instruct,citybus,gpt-4.1-nano,first,20,,
mistral-nemo-12b-instruct,citybus,gpt-4.1-nano,second,20,4,
mistral-nemo-12b-instruct,citybus,gpt-4.1-nano,third,10,,
mistral-nemo-12b-instruct,citybus,gpt-4o-mini,first,0,2,10
mistral-nemo-12b-instruct,citybus,gpt-4o-mini,second,5,0,
mistral-nemo-12b-instruct,citybus,gpt-4o-mini,third,10,4,10
mistral-nemo-12b-instruct,curiosity,first,0,2,
mistral-nemo-12b-instruct,curiosity,second,10,0,10
mistral-nemo-12b-instruct,curiosity,third,0,1,10
mistral-nemo-12b-instruct,curiosity,gpt-4.1-mini,first,0,0,10
mistral-nemo-12b-instruct,curiosity,gpt-4.1-mini,second,0,0,10
mistral-nemo-12b-instruct,curiosity,gpt-4.1-mini,third,0,,
mistral-nemo-12b-instruct,curiosity,gpt-4.1-nano,first,20,,
mistral-nemo-12b-instruct,curiosity,gpt-4.1-nano,second,10,,
mistral-nemo-12b-instruct,curiosity,gpt-4.1-nano,third,25,76,
mistral-nemo-12b-instruct,curiosity,gpt-4o-mini,first,10,0,9
mistral-nemo-12b-instruct,curiosity,gpt-4o-mini,second,0,0,10
mistral-nemo-12b-instruct,curiosity,gpt-4o-mini,third,0,0,
mistral-nemo-12b-instruct,feda,first,10,3,9
mistral-nemo-12b-instruct,feda,second,0,7,
mistral-nemo-12b-instruct,feda,third,0,3,9
mistral-nemo-12b-instruct,feda,gpt-4.1-mini,first,0,40,10
mistral-nemo-12b-instruct,feda,gpt-4.1-mini,second,0,0,10
mistral-nemo-12b-instruct,feda,gpt-4.1-mini,third,0,0,
mistral-nemo-12b-instruct,feda,gpt-4.1-nano,first,20,2,
mistral-nemo-12b-instruct,feda,gpt-4.1-nano,second,25,4,
mistral-nemo-12b-instruct,feda,gpt-4.1-nano,third,10,74,
mistral-nemo-12b-instruct,feda,gpt-4o-mini,first,0,2,9
mistral-nemo-12b-instruct,feda,gpt-4o-mini,second,5,,
mistral-nemo-12b-instruct,feda,gpt-4o-mini,third,20,4,10
mistral-nemo-12b-instruct,gator,first,0,2,9
mistral-nemo-12b-instruct,gator,second,10,4,
mistral-nemo-12b-instruct,gator,third,0,7,10
mistral-nemo-12b-instruct,gator,gpt-4.1-mini,first,0,0,
mistral-nemo-12b-instruct,gator,gpt-4.1-mini,second,0,0,0
mistral-nemo-12b-instruct,gator,gpt-4.1-mini,third,0,,
mistral-nemo-12b-instruct,gator,gpt-4.1-nano,first,20,4,
mistral-nemo-12b-instruct,gator,gpt-4.1-nano,second,20,2,
mistral-nemo-12b-instruct,gator,gpt-4.1-nano,third,20,6,1
mistral-nemo-12b-instruct,gator,gpt-4o-mini,first,0,4,
mistral-nemo-12b-instruct,gator,gpt-4o-mini,second,10,2,9
mistral-nemo-12b-instruct,gator,gpt-4o-mini,third,0,3,9
mistral-nemo-12b-instruct,gear,first,10,5,10
mistral-nemo-12b-instruct,gear,second,0,2,9
mistral-nemo-12b-instruct,gear,third,10,5,
mistral-nemo-12b-instruct,gear,gpt-4.1-mini,first,0,,0
mistral-nemo-12b-instruct,gear,gpt-4.1-mini,second,0,0,0
mistral-nemo-12b-instruct,gear,gpt-4.1-mini,third,0,0,
mistral-nemo-12b-instruct,gear,gpt-4.1-nano,first,40,,
mistral-nemo-12b-instruct,gear,gpt-4.1-nano,second,20,,
mistral-nemo-12b-instruct,gear,gpt-4.1-nano,third,15,,
